LUX,Temperature,Humidity,Moisture,a,b,c,e,y,nony,final
7360,17,47,803,8.90381521172292,2.55875496314384,0.47,84.1908289702564,431.7776002937,-18460.2038391484,0
4997,17,42,408,8.51659301134421,2.55875496314384,0.42,54.4619667345081,529.103948064613,-6446.86850008813,0
18426,36,33,482,9.82151798966888,5.41853992195166,0.33,60.6711695656597,761.668330531005,-7341.32372985727,0
13466,37,27,86,9.50792326910523,5.56905491978365,0.27,19.3194866879515,936.016009047901,2225.39014338813,1
32088,27,34,669,10.3762374074499,4.29409129247696,0.34,74.9185659309488,817.399689488597,-12424.8921516596,0
15636,30,52,612,9.65733122691285,4.51544993495972,0.52,70.7595449279885,668.558587937983,-11478.9099079894,0
4724,34,45,479,8.46041117731725,5.11750992628768,0.45,60.4268397522498,466.576589400071,-8610.2370062835,0
24826,17,22,756,10.1196467700759,2.55875496314384,0.22,81.0121083277568,727.901829267887,-15563.1775508257,0
31816,17,25,548,10.3677245868875,2.55875496314384,0.25,65.9078737926114,879.576784780088,-8593.42769869909,1
8970,21,31,965,9.10164095505284,3.33984878303764,0.31,94.6324113203442,406.864856276051,-23883.3325426698,0
23402,23,24,55,10.0605767677789,3.46184495013578,0.24,14.1844625691013,1109.18461368905,3433.64090936763,1
20904,35,52,507,9.94769580720045,4.89279003035213,0.52,62.6851768271625,783.052021326033,-7922.27928069086,1
27238,30,23,1015,10.2123683361289,4.51544993495972,0.23,97.7140469735814,638.592622941971,-24444.9275401224,0
16649,30,49,407,9.72010543354485,4.51544993495972,0.49,54.3752575941705,781.401150495956,-5257.49395203449,0
9190,38,47,583,9.12587121534973,5.71956991761564,0.47,68.5865302671488,554.481704161198,-11170.1900392849,0
9398,21,21,67,9.14825217966276,3.33984878303764,0.21,16.2698498324321,887.048023619635,2234.94414235546,1
14395,31,34,704,9.57463620304628,4.66596493279171,0.34,77.4047373453399,608.339687379424,-14528.7104616438,1
27954,25,32,647,10.2383155810449,3.49485002168009,0.32,73.3301355557366,797.567357780301,-11875.6177168143,0
28512,26,39,1024,10.2580803302705,3.91338994363176,0.39,98.2623953606493,650.463832921704,-24694.5289792079,0
26965,36,53,499,10.2022950077713,5.41853992195166,0.53,62.044905358257,845.32120942589,-7388.81375136367,1
11989,32,41,699,9.39174484170765,4.8164799306237,0.41,77.0525385991517,568.064342882255,-14567.1178751248,0
18129,33,48,553,9.80526814502967,5.24833380191629,0.48,66.2944693401402,725.422581898864,-9496.43192219855,1
31683,19,56,264,10.3635355384146,2.85978495880782,0.56,40.9786627875504,1026.92373979364,-609.680128332549,1
26372,37,38,679,10.1800581202332,5.56905491978365,0.38,75.6339136450047,757.145188587181,-13034.3817917951,0
5308,18,44,917,8.5769703954521,2.70926996097583,0.44,91.614953879899,317.707710928292,-22677.8867044678,0
4000,36,26,748,8.29404964010203,5.41853992195166,0.26,80.4635205282907,310.722750488265,-17228.9160499249,1
21347,22,31,723,9.9686664935611,3.31132995230379,0.31,78.734378265277,700.837490612688,-14667.5880967614,0
27996,25,27,906,10.2398169218094,3.49485002168009,0.27,90.9148677844662,692.327900269212,-20538.3716483805,0
30415,31,55,845,10.3226911867548,4.66596493279171,0.55,86.9708770625706,729.974388073089,-18356.9521741942,0
12401,36,29,696,9.42553239350277,5.41853992195166,0.29,76.8407527246501,573.11217493203,-14452.0193538007,0
31186,20,25,132,10.3477245551448,3.01029995663981,0.25,25.8402505549319,1112.30153856033,2401.66826320709,1
13641,18,32,373,9.52083524249312,2.70926996097583,0.32,51.3772264438644,763.876666147347,-4488.66213032213,1
32013,18,24,860,10.3738973492847,2.70926996097583,0.24,87.9506905045432,747.933191768839,-18762.2729031215,1
17704,20,54,278,9.78154588173089,3.01029995663981,0.54,42.3941619437963,876.796906634262,-1675.14899639165,1
6216,25,26,980,8.73488189204748,3.49485002168009,0.26,95.5633030523071,321.749021572304,-24767.7872778214,0
31300,36,55,703,10.3513733765282,5.41853992195166,0.55,77.334375016743,790.393679731394,-13592.9587337506,0
20093,36,51,393,9.90812677468455,5.41853992195166,0.51,53.1527204964357,827.644151688326,-4672.69480270244,1
14486,20,42,373,9.58093794475527,3.01029995663981,0.42,51.3772264438644,776.047304411991,-4427.96278522449,0
12191,34,25,789,9.40845325356515,5.11750992628768,0.25,83.251693625267,532.51269018492,-17539.730481321,0
25634,25,37,201,10.1516748742898,3.49485002168009,0.37,34.2247000339231,1011.10073270582,634.289131272718,1
23700,29,34,223,10.0732303271232,4.36493493712773,0.34,36.6621937153341,972.156858764524,-0.87022998953575,1
31637,27,32,591,10.3620826006985,4.29409129247696,0.32,69.1900476790069,848.20823605548,-9966.58189391494,1
6854,36,39,440,8.83258770243455,5.41853992195166,0.39,57.1955175467326,561.270921442271,-7145.62792562588,0
5310,31,29,348,8.57734711423598,4.66596493279171,0.29,49.1063897463218,560.796474142426,-4775.3701062723,0
7016,27,31,82,8.85594853405202,4.29409129247696,0.31,18.6991740603364,803.794301136457,1674.01221573387,0
29920,20,27,832,10.3062824320884,3.01029995663981,0.27,86.1162325819029,740.414295608432,-17896.2184417905,0
25650,33,41,641,10.1522988505989,5.24833380191629,0.41,72.8933353386578,768.800048579016,-11837.2257897144,0
28916,25,52,781,10.2721503541202,3.49485002168009,0.52,82.7121473546612,750.002890513773,-16224.7205391543,0
11576,30,30,226,9.35668926831132,4.51544993495972,0.3,36.9875243614486,802.153762986337,-888.684707070965,0
31455,24,43,160,10.3563132320041,3.61235994796777,0.43,29.4001993193105,1089.82332950893,1810.91422835099,1
17750,21,46,281,9.78414079490356,3.33984878303764,0.46,42.693984673939,873.469932392093,-1755.06100624928,1
11334,21,55,423,9.33556233672956,3.33984878303764,0.55,55.7530840910929,692.375092470779,-6103.90167047638,0
28894,20,37,745,10.2713892400893,3.01029995663981,0.37,80.2572158059127,767.152148481752,-15016.1255882027,0
13888,22,44,736,9.53878043690013,3.31132995230379,0.44,79.6363660774373,595.053810502217,-15586.8826306234,0
25988,21,31,134,10.1653901720004,3.33984878303764,0.31,26.1031212901584,1063.98406774885,2124.28227880382,1
22784,26,35,486,10.0338138142117,3.91338994363176,0.35,60.9960425656132,819.372440843717,-7166.65905196587,0
21182,36,34,343,9.96090704340361,5.41853992195166,0.34,48.6449265570701,866.935230653801,-3233.68115966729,1
24968,33,55,846,10.1253502839506,5.24833380191629,0.55,87.0364068745651,677.664176413494,-18656.027145648,0
26210,21,54,453,10.1738962963175,3.33984878303764,0.54,58.2843038551742,873.433074349404,-6012.02701668008,1
11483,17,41,640,9.34862295977619,2.55875496314384,0.41,72.8203826021473,597.306189536908,-12659.7408466935,0
4857,21,22,412,8.48817624234574,3.33984878303764,0.22,54.8080004913591,516.142535407091,-6598.90306803428,0
32950,25,29,288,10.4027465399307,3.49485002168009,0.29,43.3889511779975,1017.88281969042,-1181.33935238583,1
8431,33,47,554,9.03967066792268,5.24833380191629,0.47,66.3716275495115,551.807981305453,-10343.2628485682,0
17715,23,45,447,9.78216701729957,3.46184495013578,0.45,57.7832845455012,781.718721678301,-6308.22130996666,0
18570,36,55,938,9.82930265434675,5.41853992195166,0.55,92.94247571828,570.316194207587,-22204.0508021457,0
30046,36,21,111,10.3104848196224,5.41853992195166,0.21,22.9863778651192,1105.66365986554,2711.11127957015,1
26053,30,29,432,10.1678882036985,4.51544993495972,0.29,56.5194133371254,875.002226642423,-5439.54886926361,1
29047,36,43,750,10.2766704867236,5.41853992195166,0.43,80.6008793094665,752.062960123842,-15236.1271772856,1
11258,18,33,566,9.32883426602397,2.70926996097583,0.33,67.293403201844,624.969746178397,-10359.6704848058,0
25830,20,51,839,10.1592918860899,3.01029995663981,0.51,86.5770643782991,702.030353511631,-18319.4785472458,0
26503,29,28,589,10.185013213114,4.36493493712773,0.28,69.0394637780839,804.947537524411,-10130.2734729651,0
12741,34,27,834,9.45258041898138,5.11750992628768,0.27,86.2480517664457,524.561948771322,-19016.2726145168,0
21033,25,27,304,9.95384791187508,3.49485002168009,0.27,44.9541138006255,898.795276099045,-2154.31336996079,1
24035,37,55,150,10.0872663803281,5.56905491978365,0.55,28.1570858192792,1019.77847189799,1634.43110160948,1
31149,18,27,497,10.3465374209716,2.70926996097583,0.27,61.884226658229,897.589059527559,-7080.49811096509,1
20363,17,42,64,9.92147480755052,2.55875496314384,0.42,15.7617499584421,1072.1449187528,3141.74421081094,1
4588,22,47,928,8.43119947824926,3.31132995230379,0.47,92.3117807873313,280.222831266557,-23199.7369713713,0
19232,18,39,833,9.86433083733493,2.70926996097583,0.39,86.1821575197054,635.091709536675,-18464.565404585,0
14077,26,45,896,9.55229753882796,3.91338994363176,0.45,90.2755523105947,530.723005718226,-21008.3167970963,0
6819,19,46,731,8.82746811252065,2.85978495880782,0.46,79.2901819308628,443.110517992803,-16133.6290365133,0
24989,32,55,678,10.1261910070219,4.8164799306237,0.55,75.5625624565073,749.302677405508,-13045.047324942,0
9149,17,55,446,9.12139986267954,2.55875496314384,0.55,57.6995332589526,637.949496126105,-6971.44807645444,0
22758,34,44,817,10.032672010917,5.11750992628768,0.44,85.1236411710256,667.287185559769,-17777.1413343372,0
24873,34,47,776,10.1215381567843,5.11750992628768,0.47,82.3738441230121,705.338291615088,-16287.0708581612,0
27929,33,26,781,10.237420854503,5.24833380191629,0.26,82.7121473546612,730.41454208709,-16314.7425859009,0
6811,24,45,1007,8.82629423124132,3.61235994796777,0.45,97.2250316736488,330.717288547626,-25646.6694986566,0
28621,30,23,836,10.261895993101,4.51544993495972,0.23,86.3797483864832,718.766922550011,-18122.9199719437,0
9239,36,28,234,9.13118893367075,5.41853992195166,0.28,37.8473305435331,741.508113315785,-1339.88119969381,0
15753,36,24,769,9.66478610230597,5.41853992195166,0.24,81.8987986930673,597.473053149806,-16599.186950868,0
16325,24,30,426,9.70045295414463,3.61235994796777,0.3,56.0092090299145,772.056036319586,-5798.94847630353,1
8481,24,56,400,9.0455836463617,3.61235994796777,0.56,53.766015803622,638.720747530376,-5750.65510640403,0
23094,36,49,991,10.0473281225118,5.41853992195166,0.49,96.2424315618369,602.399799914267,-23818.5955582554,0
29911,25,43,841,10.3059815846993,3.49485002168009,0.43,86.7084563238389,734.199239016819,-18212.998765178,0
19179,26,38,901,9.86157120943484,3.91338994363176,0.38,90.5955548856321,600.713371649466,-20832.2888133142,0
12391,30,23,273,9.42472568161649,4.51544993495972,0.23,41.8917536996682,787.922228276889,-1977.24989191709,0
21221,27,53,681,9.96274653641105,4.29409129247696,0.53,75.7764946104892,711.712307167448,-13325.8059910902,0
14518,27,33,769,9.58314453784479,4.29409129247696,0.33,81.8987986930673,585.542570885428,-16657.1125249679,0
18455,37,43,1016,9.8230906154641,5.56905491978365,0.43,97.775067989739,538.712573418291,-24981.3077559783,0
14164,18,26,674,9.55845881323179,2.70926996097583,0.26,75.2767511058144,628.97349221024,-13528.519321114,0
17182,27,43,396,9.751617603198,4.29409129247696,0.43,53.4160638455442,795.727619719886,-4905.6773033262,0
16238,20,51,281,9.69510945342239,3.01029995663981,0.51,42.693984673939,854.736059982609,-1850.08163430948,1
23526,32,54,511,10.0658614715204,4.8164799306237,0.54,63.0038647722899,810.016737748584,-7898.20932890707,0
21895,23,35,147,9.9940135792355,3.46184495013578,0.35,27.7782969639458,1011.82283757883,1642.08863666466,1
20347,36,48,456,9.9206887598559,5.41853992195166,0.48,58.5338661597641,798.28634914888,-6460.91243847757,0
15688,26,52,769,9.66065136787618,3.91338994363176,0.52,81.8987986930673,606.105086399581,-16561.4689180615,0
21754,30,55,946,9.9875529276538,4.51544993495972,0.55,93.4451493290711,610.350966208047,-22271.7710667185,0
31453,17,23,568,10.3562496470865,2.55875496314384,0.23,67.4463013446054,867.452543186856,-9223.6893902549,1
27583,35,22,371,10.224954919906,4.89279003035213,0.22,51.1977199046611,918.49337775924,-3659.32534822641,1
26603,24,48,417,10.1887792703653,3.61235994796777,0.48,55.2387559563979,893.587980816514,-4962.03896345352,1
18841,38,34,81,9.843790625278,5.71956991761564,0.34,18.5424250943932,1017.91059641968,2685.97224242248,1
22140,28,34,819,10.0051412062626,4.21441993929574,0.34,85.256392508045,665.089332003002,-17852.9531768328,0
6054,18,38,216,8.70847448958166,2.70926996097583,0.38,35.8967072379253,679.174472034928,-1245.88009321656,0
28944,21,31,119,10.2731182076351,3.33984878303764,0.31,24.0948449621991,1102.45533002511,2561.72223629777,1
7080,28,48,892,8.86502918668777,4.21441993929574,0.48,90.019050166392,378.624089135786,-21576.575801502,0
21387,24,37,395,9.97053853978574,3.61235994796777,0.37,53.3283669541534,852.035303867506,-4606.00439639968,1
25865,33,26,188,10.1606459824376,5.24833380191629,0.26,32.737947981694,1011.46703066344,898.001480728689,1
25229,32,41,247,10.1357494054949,4.8164799306237,0.41,39.2215700461769,969.392692271079,-519.301366396368,1
22569,20,38,148,10.0243325622283,3.01029995663981,0.38,27.9048707834176,1021.11589537746,1666.18342332624,1
27953,32,23,109,10.2382798073492,4.8164799306237,0.23,22.7048054063771,1093.20076894089,2676.73605392381,1
13912,32,42,786,9.54050705603412,4.8164799306237,0.42,83.049613130177,565.898740270038,-17287.5772987771,1
23098,24,33,221,10.047501312675,3.61235994796777,0.33,36.4444041072158,971.746807207369,33.6504635265547,1
18495,31,40,379,9.82525570426655,4.66596493279171,0.4,51.9135756792005,819.750552178715,-4356.26193594146,1
23598,25,35,92,10.0689172416599,3.49485002168009,0.35,20.2310003010688,1074.94203109626,2818.87240008151,1
31612,23,49,528,10.3612920743249,3.46184495013578,0.49,64.3477913763364,882.398663434783,-8008.22481101293,1
27125,37,22,975,10.2082110908428,5.56905491978365,0.22,95.2536267230445,645.994794245502,-23057.6632924138,0
6841,36,43,224,8.830689198761,5.41853992195166,0.43,36.7708166907889,683.496721024927,-1389.66927381706,0
16175,27,52,861,9.6912221193691,4.29409129247696,0.52,88.0157745331022,574.218239049912,-19654.5869234798,1
28248,31,45,968,10.2487779376082,4.66596493279171,0.45,94.819038188511,664.439371845039,-22731.0392267201,1
13784,24,37,915,9.53126377820777,3.61235994796777,0.37,91.4879094776691,520.278253963484,-21685.6530546163,0
18225,25,50,242,9.81054955687686,3.49485002168009,0.5,38.6962784091646,902.815820710173,-751.658572100555,1
5298,27,24,898,8.57508466983201,4.29409129247696,0.24,90.4036364354228,314.678558770057,-22051.537354183,0
14643,28,35,741,9.59171768455526,4.21441993929574,0.35,79.9816425595599,599.536202689388,-15714.5586240735,0
15818,34,26,906,9.66890381107936,5.11750992628768,0.26,90.9148677844662,546.178144630336,-21259.3443259479,0
6629,24,44,123,8.79920924224139,3.61235994796777,0.44,24.638939162687,760.485204801027,864.967428290734,0
4876,19,44,142,8.49208049060116,2.85978495880782,0.44,27.1406510348174,686.262556744435,215.453854851498,0
27293,34,53,410,10.2143855380379,5.11750992628768,0.53,54.6351436465342,894.548141599202,-4770.46518902225,1
9310,17,55,812,9.13884437027111,2.55875496314384,0.55,84.7912104803582,479.221924427419,-18534.9378727318,0
10919,27,25,427,9.29825967001407,4.29409129247696,0.25,56.0944316897478,675.660456798773,-6279.38887557028,0
23669,23,50,769,10.0719214540448,3.46184495013578,0.5,81.8987986930673,706.159359458157,-16071.0148370479,1
12890,18,44,743,9.46420709593323,2.70926996097583,0.44,80.1195008689876,578.761966476774,-15888.3479391316,1
14528,35,50,884,9.58383310084107,4.89279003035213,0.5,89.5047007654262,536.813338082654,-20583.7477645227,0
6252,37,24,891,8.74065669154137,5.56905491978365,0.24,89.9548548218302,344.12549434296,-21697.5007378289,0
19769,30,27,385,9.89187033319594,4.51544993495972,0.27,52.4467229762667,832.956146797785,-4441.42883139586,1
28687,29,38,93,10.2641993374571,4.36493493712773,0.38,20.3808257178784,1116.53089253862,3022.34138371257,1
11960,33,48,370,9.38932302750462,5.24833380191629,0.48,51.1078295158145,720.735663071558,-4607.40748994133,0
31354,24,56,332,10.3530971296285,3.61235994796777,0.56,47.6206869757116,979.961160564186,-2403.16935860207,1
24454,27,42,782,10.1045490807041,4.29409129247696,0.42,82.779707273601,703.620154095829,-16485.8059398163,1
28043,35,36,598,10.2414943254398,4.89279003035213,0.36,69.7155578701455,811.728384813202,-10355.6177433239,1
24657,18,37,755,10.1128161148166,2.70926996097583,0.37,80.9436580503466,726.051029197197,-15540.5984885498,0
28636,31,37,570,10.2624199465161,4.66596493279171,0.37,67.5989932475579,830.95740882172,-9450.80852190494,1
31536,28,35,913,10.3588850293925,4.21441993929574,0.35,91.3607570173194,714.926926886374,-20647.222528255,0
9874,25,46,880,9.19766031881881,3.49485002168009,0.46,89.2468479953739,459.633275982166,-20819.0537244421,0
7251,36,37,116,8.88889466937159,5.41853992195166,0.37,23.6824219416157,774.283610136788,1038.8171754029,0
14628,21,25,986,9.59069277926927,3.33984878303764,0.25,95.9341030007697,508.632945133089,-24114.796691017,0
9279,21,39,1007,9.13550906135318,3.33984878303764,0.39,97.2250316736488,398.881026980674,-25341.7240884028,0
13943,29,55,404,9.54273286919502,4.36493493712773,0.55,54.1146442357188,742.987532316701,-5366.05144863096,0
29150,35,29,540,10.2802101917786,4.89279003035213,0.29,65.2864997130857,847.696920585156,-8512.95285098314,1
26040,30,25,338,10.1673890963225,4.51544993495972,0.25,48.1809209760081,924.831386966405,-2821.06083352555,1
21202,27,37,556,9.96185079583304,4.29409129247696,0.37,66.52578411393,766.682402902831,-9377.82523967454,0
26585,28,38,820,10.1881024259384,4.21441993929574,0.38,85.3227210419127,709.106326609692,-17663.0443482656,0
6442,35,36,77,8.77059432989114,4.89279003035213,0.36,17.9084153053672,786.992666779907,1664.8305097085,0
19459,24,38,192,9.87606496695816,3.61235994796777,0.38,33.1993391364581,950.329716272384,507.522142450785,1
14038,34,40,294,9.54952321729037,5.11750992628768,0.4,43.9796159529842,800.537968855183,-2397.61286090317,0
17951,20,51,161,9.79540110267107,3.01029995663981,0.51,29.5229242235265,957.219248065518,1117.73556802933,1
17879,20,31,650,9.79138211875182,3.01029995663981,0.31,73.5479507850295,691.724461094939,-12500.1480159569,0
16220,17,36,909,9.6940003276694,2.55875496314384,0.36,91.1061266325869,566.414418659869,-21276.5689318197,0
16380,31,47,458,9.70381635740706,4.66596493279171,0.47,58.6998939637181,750.713469400311,-6747.12277195631,0
30644,38,28,755,10.3301921636367,5.71956991761564,0.28,80.9436580503466,761.13507384416,-15344.2315564208,0
11207,25,50,610,9.32429386205203,3.49485002168009,0.5,70.6109699532867,599.674552461013,-11751.4111269578,0
24815,17,23,854,10.1192035880215,2.55875496314384,0.23,87.5595675215478,688.529440161777,-18874.8661542009,0
13578,24,33,658,9.51620611486159,3.61235994796777,0.33,74.1269075165288,620.92254105937,-13076.3526069025,0
11378,17,49,557,9.33943694531059,2.55875496314384,0.49,66.6027827279555,632.711763318593,-10068.6609516379,0
7411,18,39,566,8.91072066195136,2.70926996097583,0.39,67.293403201844,533.575273607004,-10776.9961912947,1
15297,21,22,724,9.63541200972327,3.33984878303764,0.22,78.8039831752151,621.670983415917,-15085.3671730963,1
20600,28,25,528,9.93304635477767,4.21441993929574,0.25,64.3477913763364,773.111650740151,-8554.9439112622,0
11850,25,52,629,9.38008314656328,3.49485002168009,0.52,72.0149861600851,603.812500946695,-12293.5837489499,0
22318,38,29,766,10.0131488067456,5.71956991761564,0.29,81.6946958559134,679.252193671196,-16104.3270089758,0
7473,17,52,910,8.91905180393029,2.55875496314384,0.52,91.1698250129841,393.262341117538,-22117.1583459181,0
24942,22,24,404,10.1243084084807,3.31132995230379,0.24,54.1146442357188,885.943603872261,-4666.98919706448,1
25919,26,41,394,10.1627315694751,3.91338994363176,0.41,53.2405859335142,897.269500175594,-4350.98282562421,1
5507,36,43,394,8.61377528926248,5.41853992195166,0.43,53.2405859335142,539.270741674112,-6035.10735802,0
12030,32,50,386,9.39515880896873,4.8164799306237,0.5,52.5352742911953,716.117583217999,-5032.00513973948,0
14167,23,39,379,9.55867059537935,3.46184495013578,0.39,51.9135756792005,764.94567883562,-4627.42555292906,0
11577,27,24,671,9.35677565020573,4.29409129247696,0.24,75.0619633765209,574.934678805407,-13681.4403142546,0
30033,22,54,482,10.3100520560876,3.31132995230379,0.54,60.6711695656597,892.751083683053,-6691.85800290979,1
23437,30,28,684,10.0620712491519,4.51544993495972,0.28,75.9900637355756,732.470251852899,-13309.6100275747,0
